mac;name
5F:08:23:00:00:00 ;Group address (multicast MAC address)
4E:C7:30:00:00:00 ;Locally administered MAC address
7A:1F:BF:00:00:00 ;Locally administered MAC address
57:D4:EF:00:00:00 ;Group address (multicast MAC address)
EB:4C:95:00:00:00 ;Group address (multicast MAC address)
E8:E7:31:00:00:00 ;
58:79:C0:00:00:00 ;
C8:97:5C:00:00:00 ;
77:53:54:00:00:00 ;Group address (multicast MAC address)
DA:56:A1:00:00:00 ;Locally administered MAC address
7E:1A:66:00:00:00 ;Locally administered MAC address
D9:DF:56:00:00:00 ;Group address (multicast MAC address)
D5:D7:DC:00:00:00 ;Group address (multicast MAC address)
5A:08:F9:00:00:00 ;Locally administered MAC address
EB:2B:EF:00:00:00 ;Group address (multicast MAC address)
6B:10:87:00:00:00 ;Group address (multicast MAC address)
65:37:8F:00:00:00 ;Group address (multicast MAC address)
CF:E7:29:00:00:00 ;Group address (multicast MAC address)
FE:BF:5D:00:00:00 ;Locally administered MAC address
2C:7E:11:00:00:00 ;
7A:C9:45:00:00:00 ;Locally administered MAC address
CE:57:E6:00:00:00 ;Locally administered MAC address
DF:35:70:00:00:00 ;Group address (multicast MAC address)
41:54:C4:00:00:00 ;Group address (multicast MAC address)
75:D0:90:00:00:00 ;Group address (multicast MAC address)
08:A6:91:00:00:00 ;
63:36:30:00:00:00 ;Group address (multicast MAC address)
50:E4:F6:00:00:00 ;
3B:D0:2C:00:00:00 ;Group address (multicast MAC address)
E1:60:A9:00:00:00 ;Group address (multicast MAC address)
E4:C7:1E:00:00:00 ;
EC:62:60:00:00:00 ;Espressif Inc. 
D5:0B:91:00:00:00 ;Group address (multicast MAC address)
C5:29:6B:00:00:00 ;Group address (multicast MAC address)
6E:2E:65:00:00:00 ;Locally administered MAC address
6E:E7:2B:00:00:00 ;Locally administered MAC address
F3:C6:95:00:00:00 ;Group address (multicast MAC address)
F6:44:6B:00:00:00 ;Locally administered MAC address
49:44:74:00:00:00 ;Group address (multicast MAC address)
41:DA:7C:00:00:00 ;Group address (multicast MAC address)
64:A3:4F:00:00:00 ;
FF:57:4E:00:00:00 ;Group address (multicast MAC address)
77:89:86:00:00:00 ;Group address (multicast MAC address)
63:B4:0C:00:00:00 ;Group address (multicast MAC address)
3E:3D:86:00:00:00 ;Locally administered MAC address
C2:95:4D:00:00:00 ;Locally administered MAC address
4B:BC:F1:00:00:00 ;Group address (multicast MAC address)
C3:A8:CA:00:00:00 ;Group address (multicast MAC address)
45:C2:FF:00:00:00 ;Group address (multicast MAC address)
EB:C2:98:00:00:00 ;Group address (multicast MAC address)
61:06:F4:00:00:00 ;Group address (multicast MAC address)
44:25:24:00:00:00 ;
7D:1E:0A:00:00:00 ;Group address (multicast MAC address)
E2:71:EA:00:00:00 ;Locally administered MAC address
DA:12:CB:00:00:00 ;Locally administered MAC address
D0:18:86:00:00:00 ;
5F:0C:69:00:00:00 ;Group address (multicast MAC address)
FB:6D:C2:00:00:00 ;Group address (multicast MAC address)
1C:01:A9:00:00:00 ;
69:43:D8:00:00:00 ;Group address (multicast MAC address)
68:90:AF:00:00:00 ;
56:18:A2:00:00:00 ;Locally administered MAC address
6A:7D:F8:00:00:00 ;Locally administered MAC address
C6:36:04:00:00:00 ;Locally administered MAC address
7B:B2:A8:00:00:00 ;Group address (multicast MAC address)
63:61:98:00:00:00 ;Group address (multicast MAC address)
4F:9A:E6:00:00:00 ;Group address (multicast MAC address)
3D:30:B3:00:00:00 ;Group address (multicast MAC address)
5D:92:20:00:00:00 ;Group address (multicast MAC address)
4F:EC:36:00:00:00 ;Group address (multicast MAC address)
6B:D4:0F:00:00:00 ;Group address (multicast MAC address)
CF:3C:AB:00:00:00 ;Group address (multicast MAC address)
F0:E2:48:00:00:00 ;
6B:46:2E:00:00:00 ;Group address (multicast MAC address)
65:3F:77:00:00:00 ;Group address (multicast MAC address)
5A:6C:A6:00:00:00 ;Locally administered MAC address
DA:E2:9B:00:00:00 ;Locally administered MAC address
65:51:E2:00:00:00 ;Group address (multicast MAC address)
6A:B3:60:00:00:00 ;Locally administered MAC address
C0:1D:9D:00:00:00 ;
E9:13:84:00:00:00 ;Group address (multicast MAC address)
FB:16:D0:00:00:00 ;Group address (multicast MAC address)
E7:26:F0:00:00:00 ;Group address (multicast MAC address)
58:4F:F2:00:00:00 ;
C1:AE:F9:00:00:00 ;Group address (multicast MAC address)
47:CE:4B:00:00:00 ;Group address (multicast MAC address)
69:DC:1B:00:00:00 ;Group address (multicast MAC address)
5C:91:5D:00:00:00 ;
46:69:74:00:00:00 ;Locally administered MAC address
6B:B7:6D:00:00:00 ;Group address (multicast MAC address)
CA:1E:4A:00:00:00 ;Locally administered MAC address
FF:7B:AF:00:00:00 ;Group address (multicast MAC address)
68:81:3B:00:00:00 ;
E9:E1:ED:00:00:00 ;Group address (multicast MAC address)
24:11:67:00:00:00 ;
57:DB:AF:00:00:00 ;Group address (multicast MAC address)
2E:CB:E6:00:00:00 ;Locally administered MAC address
C3:10:A1:00:00:00 ;Group address (multicast MAC address)
E9:7E:8A:00:00:00 ;Group address (multicast MAC address)
FC:58:FA:00:00:00 ;Shen Zhen Shi Xin Zhong Xin Technology Co.,Ltd. 
5C:33:17:00:00:00 ;
73:0A:16:00:00:00 ;Group address (multicast MAC address)
7F:8F:04:00:00:00 ;Group address (multicast MAC address)
F0:49:98:00:00:00 ;
C5:E0:C6:00:00:00 ;Group address (multicast MAC address)
C9:CB:51:00:00:00 ;Group address (multicast MAC address)
ED:12:DB:00:00:00 ;Group address (multicast MAC address)
65:C9:86:00:00:00 ;Group address (multicast MAC address)
E3:94:69:00:00:00 ;Group address (multicast MAC address)
53:F5:B9:00:00:00 ;Group address (multicast MAC address)
CD:78:F5:00:00:00 ;Group address (multicast MAC address)
DF:EA:DF:00:00:00 ;Group address (multicast MAC address)
40:10:30:00:00:00 ;
F5:52:A4:00:00:00 ;Group address (multicast MAC address)
69:30:AB:00:00:00 ;Group address (multicast MAC address)
7E:E4:F6:00:00:00 ;Locally administered MAC address
78:B6:C4:00:00:00 ;
79:1F:68:00:00:00 ;Group address (multicast MAC address)
43:78:E9:00:00:00 ;Group address (multicast MAC address)
FC:80:7F:00:00:00 ;
C5:76:EB:00:00:00 ;Group address (multicast MAC address)
71:CB:54:00:00:00 ;Group address (multicast MAC address)
DE:09:67:00:00:00 ;Locally administered MAC address
70:F8:03:00:00:00 ;
28:FA:B9:00:00:00 ;
4B:86:D2:00:00:00 ;Group address (multicast MAC address)
77:2B:15:00:00:00 ;Group address (multicast MAC address)
E4:8D:A7:00:00:00 ;
27:20:53:00:00:00 ;Group address (multicast MAC address)
63:8D:33:00:00:00 ;Group address (multicast MAC address)
60:26:55:00:00:00 ;
6E:AE:9F:00:00:00 ;Locally administered MAC address
71:E5:01:00:00:00 ;Group address (multicast MAC address)
2F:53:3E:00:00:00 ;Group address (multicast MAC address)
F8:AF:05:00:00:00 ;Huawei Device Co., Ltd. 
57:41:A8:00:00:00 ;Group address (multicast MAC address)
57:5B:12:00:00:00 ;Group address (multicast MAC address)
68:D9:D3:00:00:00 ;
5D:49:28:00:00:00 ;Group address (multicast MAC address)
71:A3:55:00:00:00 ;Group address (multicast MAC address)
98:09:CF:00:00:00 ;OnePlus Technology (Shenzhen) Co., Ltd 
40:A3:F6:00:00:00 ;
65:9F:E7:00:00:00 ;Group address (multicast MAC address)
ED:E6:32:00:00:00 ;Group address (multicast MAC address)
45:F8:6A:00:00:00 ;Group address (multicast MAC address)
50:3A:D7:00:00:00 ;
4D:65:15:00:00:00 ;Group address (multicast MAC address)
F2:C1:70:00:00:00 ;Locally administered MAC address
69:2D:89:00:00:00 ;Group address (multicast MAC address)
47:25:C6:00:00:00 ;Group address (multicast MAC address)
74:03:EF:00:00:00 ;
5A:05:98:00:00:00 ;Locally administered MAC address
15:FF:80:00:00:00 ;Group address (multicast MAC address)
49:08:5A:00:00:00 ;Group address (multicast MAC address)
6D:F4:83:00:00:00 ;Group address (multicast MAC address)
C1:E6:D4:00:00:00 ;Group address (multicast MAC address)
59:AF:94:00:00:00 ;Group address (multicast MAC address)
55:06:5B:00:00:00 ;Group address (multicast MAC address)
F0:FE:D3:00:00:00 ;
5E:79:85:00:00:00 ;Locally administered MAC address
5F:4D:D0:00:00:00 ;Group address (multicast MAC address)
57:C3:E4:00:00:00 ;Group address (multicast MAC address)
D4:C2:5F:00:00:00 ;
D3:69:88:00:00:00 ;Group address (multicast MAC address)
18:7C:59:00:00:00 ;
29:BD:9D:00:00:00 ;Group address (multicast MAC address)
4E:59:F3:00:00:00 ;Locally administered MAC address
60:DC:15:00:00:00 ;
5C:72:A5:00:00:00 ;
EB:76:23:00:00:00 ;Group address (multicast MAC address)
57:59:5C:00:00:00 ;Group address (multicast MAC address)
C5:6E:F4:00:00:00 ;Group address (multicast MAC address)
51:A8:FE:00:00:00 ;Group address (multicast MAC address)
CE:79:1E:00:00:00 ;Locally administered MAC address
DB:59:05:00:00:00 ;Group address (multicast MAC address)
C6:7E:11:00:00:00 ;Locally administered MAC address
C4:3D:2C:00:00:00 ;
C4:AB:AC:00:00:00 ;
FE:43:CE:00:00:00 ;Locally administered MAC address
3F:93:69:00:00:00 ;Group address (multicast MAC address)
D2:83:67:00:00:00 ;Locally administered MAC address
C3:5C:1D:00:00:00 ;Group address (multicast MAC address)
22:1E:A3:00:00:00 ;Locally administered MAC address
5D:75:85:00:00:00 ;Group address (multicast MAC address)
90:65:60:00:00:00 ;EM Microelectronic 
E7:25:1E:00:00:00 ;Group address (multicast MAC address)
C4:20:91:00:00:00 ;
D6:E8:C0:00:00:00 ;Locally administered MAC address
C6:AC:F3:00:00:00 ;Locally administered MAC address
DE:C3:79:00:00:00 ;Locally administered MAC address
C5:53:06:00:00:00 ;Group address (multicast MAC address)
E4:7A:7E:00:00:00 ;
0C:7E:44:00:00:00 ;
56:29:5B:00:00:00 ;Locally administered MAC address
5A:E9:AE:00:00:00 ;Locally administered MAC address
65:2F:55:00:00:00 ;Group address (multicast MAC address)
4D:13:22:00:00:00 ;Group address (multicast MAC address)
C0:77:04:00:00:00 ;
4F:6C:13:00:00:00 ;Group address (multicast MAC address)
37:4A:3F:00:00:00 ;Group address (multicast MAC address)
DC:F5:0E:00:00:00 ;
44:06:33:00:00:00 ;
7D:20:A3:00:00:00 ;Group address (multicast MAC address)
CA:0C:99:00:00:00 ;Locally administered MAC address
EE:C2:B7:00:00:00 ;Locally administered MAC address
53:F8:1F:00:00:00 ;Group address (multicast MAC address)
68:A0:04:00:00:00 ;
76:6D:CB:00:00:00 ;Locally administered MAC address
4E:C1:F5:00:00:00 ;Locally administered MAC address
C9:47:A3:00:00:00 ;Group address (multicast MAC address)
40:1D:E1:00:00:00 ;
DC:C8:2D:00:00:00 ;
D5:4B:C2:00:00:00 ;Group address (multicast MAC address)
DE:64:AE:00:00:00 ;Locally administered MAC address
C1:09:97:00:00:00 ;Group address (multicast MAC address)
CB:0C:FB:00:00:00 ;Group address (multicast MAC address)
C9:7F:70:00:00:00 ;Group address (multicast MAC address)
3B:6A:78:00:00:00 ;Group address (multicast MAC address)
77:7F:50:00:00:00 ;Group address (multicast MAC address)
DF:10:FC:00:00:00 ;Group address (multicast MAC address)
EA:10:52:00:00:00 ;Locally administered MAC address
59:A8:EA:00:00:00 ;Group address (multicast MAC address)
46:82:EA:00:00:00 ;Locally administered MAC address
52:46:FC:00:00:00 ;Locally administered MAC address
52:FD:FF:00:00:00 ;Locally administered MAC address
52:39:CD:00:00:00 ;Locally administered MAC address
43:06:6A:00:00:00 ;Group address (multicast MAC address)
E3:1F:B5:00:00:00 ;Group address (multicast MAC address)
FC:83:CC:00:00:00 ;
63:19:E7:00:00:00 ;Group address (multicast MAC address)
4D:04:E7:00:00:00 ;Group address (multicast MAC address)
79:72:87:00:00:00 ;Group address (multicast MAC address)
C6:FB:4A:00:00:00 ;Locally administered MAC address
3C:22:FB:00:00:00 ;Apple, Inc. 
48:BA:89:00:00:00 ;
C6:74:55:00:00:00 ;Locally administered MAC address
55:AC:D0:00:00:00 ;Group address (multicast MAC address)
FD:7B:7D:00:00:00 ;Group address (multicast MAC address)
C6:EE:FC:00:00:00 ;Locally administered MAC address
68:A2:BD:00:00:00 ;
46:D1:9A:00:00:00 ;Locally administered MAC address
41:14:6C:00:00:00 ;Group address (multicast MAC address)
07:CD:40:00:00:00 ;Group address (multicast MAC address)
EF:BF:E2:00:00:00 ;Group address (multicast MAC address)
E3:76:3B:00:00:00 ;Group address (multicast MAC address)
C0:DB:1A:00:00:00 ;
DA:5F:D6:00:00:00 ;Locally administered MAC address
E7:5B:1D:00:00:00 ;Group address (multicast MAC address)
C1:D7:3A:00:00:00 ;Group address (multicast MAC address)
DB:B7:21:00:00:00 ;Group address (multicast MAC address)
DE:E5:F5:00:00:00 ;Locally administered MAC address
DC:52:0A:00:00:00 ;
E3:DA:9A:00:00:00 ;Group address (multicast MAC address)
C9:27:9A:00:00:00 ;Group address (multicast MAC address)
C8:FF:59:00:00:00 ;
C0:1D:86:00:00:00 ;
CE:19:7A:00:00:00 ;Locally administered MAC address
FD:21:D1:00:00:00 ;Group address (multicast MAC address)
1A:AA:0A:00:00:00 ;Locally administered MAC address
C2:A0:CD:00:00:00 ;Locally administered MAC address
CC:B5:14:00:00:00 ;
DE:7C:8F:00:00:00 ;Locally administered MAC address
FA:06:D8:00:00:00 ;Locally administered MAC address
CE:29:93:00:00:00 ;Locally administered MAC address
76:3D:45:00:00:00 ;Locally administered MAC address
EC:32:31:00:00:00 ;
D2:07:23:00:00:00 ;Locally administered MAC address
DE:1F:8C:00:00:00 ;Locally administered MAC address
DB:82:B2:00:00:00 ;Group address (multicast MAC address)
CF:64:93:00:00:00 ;Group address (multicast MAC address)
C4:97:CF:00:00:00 ;
C7:E2:5C:00:00:00 ;Group address (multicast MAC address)
37:DA:F6:00:00:00 ;Group address (multicast MAC address)
E6:AE:FD:00:00:00 ;Locally administered MAC address
ED:A3:9E:00:00:00 ;Group address (multicast MAC address)
C2:21:C2:00:00:00 ;Locally administered MAC address
D1:45:12:00:00:00 ;Group address (multicast MAC address)
5D:06:EC:00:00:00 ;Group address (multicast MAC address)
4D:C8:62:00:00:00 ;Group address (multicast MAC address)
68:45:71:00:00:00 ;Huawei Device Co., Ltd. 
66:0F:1B:00:00:00 ;Locally administered MAC address
D1:11:A9:00:00:00 ;Group address (multicast MAC address)
E7:DC:6D:00:00:00 ;Group address (multicast MAC address)
D7:ED:59:00:00:00 ;Group address (multicast MAC address)
C7:2C:0D:00:00:00 ;Group address (multicast MAC address)
C5:5E:AC:00:00:00 ;Group address (multicast MAC address)
DD:ED:91:00:00:00 ;Group address (multicast MAC address)
DC:8D:A3:00:00:00 ;
C3:80:FD:00:00:00 ;Group address (multicast MAC address)
C7:3F:B1:00:00:00 ;Group address (multicast MAC address)
DA:58:74:00:00:00 ;Locally administered MAC address
D7:FC:BE:00:00:00 ;Group address (multicast MAC address)
E3:0C:3E:00:00:00 ;Group address (multicast MAC address)
EC:4E:2E:00:00:00 ;
C2:CE:14:00:00:00 ;Locally administered MAC address
53:3B:EE:00:00:00 ;Group address (multicast MAC address)
DD:1A:8E:00:00:00 ;Group address (multicast MAC address)
48:4B:05:00:00:00 ;
EE:82:21:00:00:00 ;Locally administered MAC address
07:69:E3:00:00:00 ;Group address (multicast MAC address)
78:DC:51:00:00:00 ;
46:79:06:00:00:00 ;Locally administered MAC address
D8:A2:DF:00:00:00 ;
50:CC:BD:00:00:00 ;
E9:BF:8C:00:00:00 ;Group address (multicast MAC address)
41:79:A0:00:00:00 ;Group address (multicast MAC address)
77:6A:A8:00:00:00 ;Group address (multicast MAC address)
46:30:7C:00:00:00 ;Locally administered MAC address
73:43:52:00:00:00 ;Group address (multicast MAC address)
EB:94:0B:00:00:00 ;Group address (multicast MAC address)
F8:5E:A0:00:00:00 ;Intel Corporate 
7D:7E:89:00:00:00 ;Group address (multicast MAC address)
C3:77:51:00:00:00 ;Group address (multicast MAC address)
FB:E1:5D:00:00:00 ;Group address (multicast MAC address)
F6:78:C4:00:00:00 ;Locally administered MAC address
7B:5C:34:00:00:00 ;Group address (multicast MAC address)
6C:C8:7F:00:00:00 ;
EE:A1:A8:00:00:00 ;Locally administered MAC address
54:30:08:00:00:00 ;
CF:83:5A:00:00:00 ;Group address (multicast MAC address)
75:FA:42:00:00:00 ;Group address (multicast MAC address)
58:92:8C:00:00:00 ;
F9:08:59:00:00:00 ;Group address (multicast MAC address)
D9:4C:B8:00:00:00 ;Group address (multicast MAC address)
D4:7A:0B:00:00:00 ;
F9:DE:4E:00:00:00 ;Group address (multicast MAC address)
4D:6F:2C:00:00:00 ;Group address (multicast MAC address)
31:4A:99:00:00:00 ;Group address (multicast MAC address)
56:3A:55:00:00:00 ;Locally administered MAC address
F2:8B:8C:00:00:00 ;Locally administered MAC address
DC:E5:67:00:00:00 ;
21:C6:25:00:00:00 ;Group address (multicast MAC address)
53:2D:E6:00:00:00 ;Group address (multicast MAC address)
EB:B5:CF:00:00:00 ;Group address (multicast MAC address)
48:B2:0B:00:00:00 ;
6A:EF:D8:00:00:00 ;Locally administered MAC address
6F:F3:26:00:00:00 ;Group address (multicast MAC address)
64:76:4E:00:00:00 ;
C7:31:78:00:00:00 ;Group address (multicast MAC address)
69:2C:A4:00:00:00 ;Group address (multicast MAC address)
4D:C2:C1:00:00:00 ;Group address (multicast MAC address)
CA:77:44:00:00:00 ;Locally administered MAC address
D5:32:75:00:00:00 ;Group address (multicast MAC address)
44:23:F6:00:00:00 ;
49:BA:AA:00:00:00 ;Group address (multicast MAC address)
50:31:A8:00:00:00 ;
5A:37:7B:00:00:00 ;Locally administered MAC address
C6:49:13:00:00:00 ;Locally administered MAC address
43:85:8B:00:00:00 ;Group address (multicast MAC address)
D4:4A:D4:00:00:00 ;
CA:AE:56:00:00:00 ;Locally administered MAC address
45:C8:FD:00:00:00 ;Group address (multicast MAC address)
6E:6A:53:00:00:00 ;Locally administered MAC address
C8:7B:BC:00:00:00 ;
DE:1A:39:00:00:00 ;Locally administered MAC address
D8:86:BE:00:00:00 ;
CB:42:8F:00:00:00 ;Group address (multicast MAC address)
EE:0C:5F:00:00:00 ;Locally administered MAC address
64:D3:38:00:00:00 ;
C5:03:B8:00:00:00 ;Group address (multicast MAC address)
E1:25:16:00:00:00 ;Group address (multicast MAC address)
D8:5D:23:00:00:00 ;
4E:62:7B:00:00:00 ;Locally administered MAC address
58:94:88:00:00:00 ;
56:74:28:00:00:00 ;Locally administered MAC address
6E:9E:FC:00:00:00 ;Locally administered MAC address
C0:AF:3E:00:00:00 ;
5C:17:CF:00:00:00 ;OnePlus Technology (Shenzhen) Co., Ltd 
D2:E6:B8:00:00:00 ;Locally administered MAC address
E5:50:E7:00:00:00 ;Group address (multicast MAC address)
26:4D:C4:00:00:00 ;Locally administered MAC address
4C:81:72:00:00:00 ;
F2:DB:80:00:00:00 ;Locally administered MAC address
E2:BA:C4:00:00:00 ;Locally administered MAC address
6B:0C:E3:00:00:00 ;Group address (multicast MAC address)
67:3F:65:00:00:00 ;Group address (multicast MAC address)
FA:24:DF:00:00:00 ;Locally administered MAC address
FB:16:85:00:00:00 ;Group address (multicast MAC address)
5A:30:3B:00:00:00 ;Locally administered MAC address
32:A7:66:00:00:00 ;Locally administered MAC address
46:7F:FD:00:00:00 ;Locally administered MAC address
03:94:2F:00:00:00 ;Group address (multicast MAC address)
4F:FF:CA:00:00:00 ;Group address (multicast MAC address)
FF:9D:E8:00:00:00 ;Group address (multicast MAC address)
ED:12:9D:00:00:00 ;Group address (multicast MAC address)
58:BD:9D:00:00:00 ;
56:95:15:00:00:00 ;Locally administered MAC address
71:84:CB:00:00:00 ;Group address (multicast MAC address)
5F:0C:36:00:00:00 ;Group address (multicast MAC address)
C2:52:51:00:00:00 ;Locally administered MAC address
74:C2:9D:00:00:00 ;
45:D9:61:00:00:00 ;Group address (multicast MAC address)
D3:B0:56:00:00:00 ;Group address (multicast MAC address)
75:D3:45:00:00:00 ;Group address (multicast MAC address)
77:2F:B2:00:00:00 ;Group address (multicast MAC address)
D5:E9:6B:00:00:00 ;Group address (multicast MAC address)
38:E3:1F:00:00:00 ;
78:74:46:00:00:00 ;
46:F6:ED:00:00:00 ;Locally administered MAC address
E7:28:67:00:00:00 ;Group address (multicast MAC address)
F2:2F:AF:00:00:00 ;Locally administered MAC address
40:6B:72:00:00:00 ;
DC:E4:B2:00:00:00 ;
59:84:87:00:00:00 ;Group address (multicast MAC address)
CF:1A:90:00:00:00 ;Group address (multicast MAC address)
7B:2D:AE:00:00:00 ;Group address (multicast MAC address)
0B:9C:E2:00:00:00 ;Group address (multicast MAC address)
C2:CC:27:00:00:00 ;Locally administered MAC address
40:16:9C:00:00:00 ;
3C:A6:F6:00:00:00 ;Apple, Inc. 
07:B5:A7:00:00:00 ;Group address (multicast MAC address)
42:C7:07:00:00:00 ;Locally administered MAC address
5F:CA:0D:00:00:00 ;Group address (multicast MAC address)
D5:8D:B5:00:00:00 ;Group address (multicast MAC address)
79:59:CC:00:00:00 ;Group address (multicast MAC address)
4C:50:5C:00:00:00 ;
7A:14:71:00:00:00 ;Locally administered MAC address
51:53:3F:00:00:00 ;Group address (multicast MAC address)
53:46:07:00:00:00 ;Group address (multicast MAC address)
1A:38:7F:00:00:00 ;Locally administered MAC address
E7:57:FD:00:00:00 ;Group address (multicast MAC address)
DD:5C:1B:00:00:00 ;Group address (multicast MAC address)
FA:63:28:00:00:00 ;Locally administered MAC address
50:63:C2:00:00:00 ;
72:D2:FE:00:00:00 ;Locally administered MAC address
C6:F2:67:00:00:00 ;Locally administered MAC address
56:00:0F:00:00:00 ;Locally administered MAC address
44:29:CC:00:00:00 ;
7C:1F:66:00:00:00 ;
F7:6C:AE:00:00:00 ;Group address (multicast MAC address)
4F:71:A7:00:00:00 ;Group address (multicast MAC address)
C3:52:97:00:00:00 ;Group address (multicast MAC address)
5B:72:BE:00:00:00 ;Group address (multicast MAC address)
F4:5D:D1:00:00:00 ;
6A:EA:30:00:00:00 ;Locally administered MAC address
58:7B:54:00:00:00 ;
7A:6C:C7:00:00:00 ;Locally administered MAC address
D8:1B:D0:00:00:00 ;
C7:02:80:00:00:00 ;Group address (multicast MAC address)
59:F6:F1:00:00:00 ;Group address (multicast MAC address)
54:42:64:00:00:00 ;
41:22:71:00:00:00 ;Group address (multicast MAC address)
53:77:44:00:00:00 ;Group address (multicast MAC address)
0E:FA:3D:00:00:00 ;Locally administered MAC address
77:04:3C:00:00:00 ;Group address (multicast MAC address)
FB:D2:F5:00:00:00 ;Group address (multicast MAC address)
FD:44:36:00:00:00 ;Group address (multicast MAC address)
76:FB:1C:00:00:00 ;Locally administered MAC address
52:3C:84:00:00:00 ;Locally administered MAC address
72:11:AC:00:00:00 ;Locally administered MAC address
77:20:FB:00:00:00 ;Group address (multicast MAC address)
41:88:2A:00:00:00 ;Group address (multicast MAC address)
4B:A7:8B:00:00:00 ;Group address (multicast MAC address)
0E:3F:B4:00:00:00 ;Locally administered MAC address
58:D2:D7:00:00:00 ;
3B:C1:1C:00:00:00 ;Group address (multicast MAC address)
5D:CC:BA:00:00:00 ;Group address (multicast MAC address)
D4:21:78:00:00:00 ;
5A:34:49:00:00:00 ;Locally administered MAC address
D4:70:02:00:00:00 ;
79:1F:D8:00:00:00 ;Group address (multicast MAC address)
73:E9:D1:00:00:00 ;Group address (multicast MAC address)
44:F4:A8:00:00:00 ;
E1:F9:5A:00:00:00 ;Group address (multicast MAC address)
F9:60:C1:00:00:00 ;Group address (multicast MAC address)
D5:F2:39:00:00:00 ;Group address (multicast MAC address)
51:78:AF:00:00:00 ;Group address (multicast MAC address)
C3:7E:2A:00:00:00 ;Group address (multicast MAC address)
5C:8A:89:00:00:00 ;
60:C1:A8:00:00:00 ;
63:A2:82:00:00:00 ;Group address (multicast MAC address)
7D:65:14:00:00:00 ;Group address (multicast MAC address)
24:42:3D:00:00:00 ;
4F:29:80:00:00:00 ;Group address (multicast MAC address)
4E:5B:BD:00:00:00 ;Locally administered MAC address
77:A2:11:00:00:00 ;Group address (multicast MAC address)
C3:64:1B:00:00:00 ;Group address (multicast MAC address)
75:11:69:00:00:00 ;Group address (multicast MAC address)
C3:05:DE:00:00:00 ;Group address (multicast MAC address)
D4:49:D3:00:00:00 ;
E5:56:92:00:00:00 ;Group address (multicast MAC address)
74:C0:77:00:00:00 ;
60:BA:43:00:00:00 ;
D0:AE:AF:00:00:00 ;
E3:D1:58:00:00:00 ;Group address (multicast MAC address)
45:B3:AC:00:00:00 ;Group address (multicast MAC address)
6E:D2:79:00:00:00 ;Locally administered MAC address
C5:CB:05:00:00:00 ;Group address (multicast MAC address)
67:01:99:00:00:00 ;Group address (multicast MAC address)
E7:4D:95:00:00:00 ;Group address (multicast MAC address)
61:C4:B2:00:00:00 ;Group address (multicast MAC address)
73:78:81:00:00:00 ;Group address (multicast MAC address)
46:2D:11:00:00:00 ;Locally administered MAC address
2D:F6:4D:00:00:00 ;Group address (multicast MAC address)
75:18:46:00:00:00 ;Group address (multicast MAC address)
50:CE:88:00:00:00 ;
47:98:84:00:00:00 ;Group address (multicast MAC address)
54:E8:9A:00:00:00 ;
63:3C:BB:00:00:00 ;Group address (multicast MAC address)
50:45:4F:00:00:00 ;
EA:F1:8F:00:00:00 ;Locally administered MAC address
4F:70:2D:00:00:00 ;Group address (multicast MAC address)
CD:3B:41:00:00:00 ;Group address (multicast MAC address)
FC:61:85:00:00:00 ;
46:12:1A:00:00:00 ;Locally administered MAC address
62:88:68:00:00:00 ;Locally administered MAC address
57:83:6B:00:00:00 ;Group address (multicast MAC address)
64:F0:12:00:00:00 ;
5A:1C:70:00:00:00 ;Locally administered MAC address
04:24:ED:00:00:00 ;
4B:7B:06:00:00:00 ;Group address (multicast MAC address)
62:4F:72:00:00:00 ;Locally administered MAC address
2E:CB:C9:00:00:00 ;Locally administered MAC address
5A:C8:A2:00:00:00 ;Locally administered MAC address
6B:31:21:00:00:00 ;Group address (multicast MAC address)
D3:95:86:00:00:00 ;Group address (multicast MAC address)
CE:24:E6:00:00:00 ;Locally administered MAC address
60:FF:6D:00:00:00 ;
40:D2:E8:00:00:00 ;
42:9F:44:00:00:00 ;Locally administered MAC address
66:2F:B9:00:00:00 ;Locally administered MAC address
02:62:3D:00:00:00 ;Locally administered MAC address
7A:0E:30:00:00:00 ;Locally administered MAC address
4C:33:91:00:00:00 ;
3D:9D:98:00:00:00 ;Group address (multicast MAC address)
E9:E4:81:00:00:00 ;Group address (multicast MAC address)
5E:17:DA:00:00:00 ;Locally administered MAC address
5C:BA:E1:00:00:00 ;
74:7D:49:00:00:00 ;
20:57:CA:00:00:00 ;
6E:E6:96:00:00:00 ;Locally administered MAC address
0F:67:AC:00:00:00 ;Group address (multicast MAC address)
5F:5F:C8:00:00:00 ;Group address (multicast MAC address)
E7:41:B4:00:00:00 ;Group address (multicast MAC address)
40:4D:18:00:00:00 ;
DD:01:C0:00:00:00 ;Group address (multicast MAC address)
6D:9D:D9:00:00:00 ;Group address (multicast MAC address)
77:27:EA:00:00:00 ;Group address (multicast MAC address)
C1:11:03:00:00:00 ;Group address (multicast MAC address)
53:2A:EC:00:00:00 ;Group address (multicast MAC address)
6A:FB:A9:00:00:00 ;Locally administered MAC address
7A:7E:98:00:00:00 ;Locally administered MAC address
4D:3B:C0:00:00:00 ;Group address (multicast MAC address)
C6:64:A4:00:00:00 ;Locally administered MAC address
46:C6:FA:00:00:00 ;Locally administered MAC address
4D:99:9C:00:00:00 ;Group address (multicast MAC address)
68:5A:B4:00:00:00 ;
F1:E0:12:00:00:00 ;Group address (multicast MAC address)
C4:89:37:00:00:00 ;
